Date,Open,High,Low,Close,Adj Close,Volume;Adj CloseBTC
2019-10-14,182.028473,187.303619,181.662277,186.960907,186.960907,7276520699;636.786011
2019-10-15,186.977051,187.759872,179.462784,181.406067,181.406067,7731456579;640.377991
2019-10-16,181.343735,181.668610,174.064163,176.013504,176.013504,7691244590;638.645996
2019-10-17,175.906891,178.899551,174.565826,178.028351,178.028351,6737237423;641.630981
2019-10-18,177.988556,178.179794,171.005051,173.621338,173.621338,7566257807;639.192993
2019-10-19,173.649445,175.608231,172.215454,172.913025,172.913025,6551453871;637.960022
2019-10-20,172.974762,176.718689,171.210724,175.534378,175.534378,6801091120;630.52002
2019-10-21,175.524750,177.741730,173.287750,174.920990,174.920990,6815820627;630.856995
2019-10-22,174.905060,175.650024,172.266235,172.300858,172.300858,6990951966;632.828003
2019-10-23,172.262802,172.420578,157.463425,162.402786,162.402786,9624925919;657.294006
2019-10-24,162.514114,164.147568,160.887955,162.168549,162.168549,7300917537;657.070984
2019-10-25,162.189713,183.000122,161.966019,181.523209,181.523209,10358594018;653.760986
2019-10-26,181.667068,195.942505,176.133804,179.835480,179.835480,13831784986;657.588013
2019-10-27,179.932632,188.155334,177.682358,184.242218,184.242218,10815941952;678.304016
2019-10-28,184.397507,187.883163,180.249557,182.662811,182.662811,10406734124;688.312988
2019-10-29,182.670380,191.846756,182.364365,190.342575,190.342575,10622761958;689.651001
2019-10-30,190.336395,191.111938,181.546371,184.692169,184.692169,10484902804;714.479004
2019-10-31,184.797623,188.751266,180.068359,183.966919,183.966919,9607939606;701.864014
2019-11-01,183.803696,185.059708,181.094498,183.969894,183.969894,9145611130;700.971985
2019-11-02,184.018158,185.708954,182.797668,183.925720,183.925720,8087991830;729.79303
2019-11-03,183.994827,185.024216,179.818146,182.425018,182.425018,8760247744;740.828979
2019-11-04,182.319031,188.022934,181.821609,186.355194,186.355194,10551917945;688.700012
2019-11-05,186.309311,191.257828,184.331985,189.304169,189.304169,10024177342;703.234985
2019-11-06,189.113495,193.547256,188.667679,191.593842,191.593842,10156458684;703.41803
2019-11-07,191.504303,191.861099,186.567001,187.976547,187.976547,9081247799;711.521973
2019-11-08,187.924271,188.815979,182.541367,184.211472,184.211472,9176780911;703.130981
2019-11-09,184.311722,185.838531,183.902237,185.028717,185.028717,7277418704;709.848022
2019-11-10,184.943359,190.920609,184.686783,189.477280,189.477280,8752784211;723.27301
2019-11-11,189.502930,190.338425,185.086319,185.489639,185.489639,7877424106;715.533997
2019-11-12,185.564835,187.948029,184.191055,186.843414,186.843414,7792186666;716.411011
2019-11-13,186.942444,189.331879,185.937943,188.258743,188.258743,7343173596;705.054016
2019-11-14,188.272507,188.634598,184.992294,185.999634,185.999634,7872664470;702.031006
2019-11-15,186.058167,186.251831,179.379562,180.521179,180.521179,8815678477;705.020996
2019-11-16,180.499100,184.155273,179.985672,183.348358,183.348358,6789888120;711.619019
2019-11-17,183.350830,188.191345,182.336807,185.119232,185.119232,7364325471;744.197998
2019-11-18,185.041458,186.927155,179.175507,180.559601,180.559601,7787662111;740.97699
2019-11-19,180.502457,182.528000,175.197113,177.455551,177.455551,7536699743;751.585022
2019-11-20,177.415283,178.993149,175.290436,175.698349,175.698349,7205785149;751.616028
2019-11-21,175.673599,176.209213,159.365128,161.462723,161.462723,8546371325;731.026001
2019-11-22,161.505890,163.028091,142.344101,150.268173,150.268173,12020749863;739.247986
2019-11-23,150.212219,154.101563,147.601242,153.417786,153.417786,8289198330;751.346985
2019-11-24,153.430527,153.965912,142.834702,142.834702,142.834702,7782769098;744.593994
2019-11-25,142.697006,150.207962,133.802338,146.476532,146.476532,10962753356;740.289001
2019-11-26,146.404312,150.004761,145.216873,148.965073,148.965073,7648516297;741.648987
2019-11-27,148.396820,154.887207,143.525604,153.010559,153.010559,8778095308;735.382019
2019-11-28,153.069244,156.613586,151.091125,151.717575,151.717575,7346531960;732.034973
2019-11-29,151.768600,156.848404,151.460434,155.304153,155.304153,7503898278;735.812988
2019-11-30,155.286407,156.691299,151.225342,152.539688,152.539688,6565950868;735.604004
2019-12-01,152.491928,152.491928,147.067932,151.185730,151.185730,7102780298;745.690979
2019-12-02,151.175476,152.116959,147.606796,149.059158,149.059158,6670561362;756.773987
2019-12-03,149.058243,150.310425,146.001678,147.956421,147.956421,6204379850;777.94397
2019-12-04,147.918381,150.680817,145.000885,146.747742,146.747742,7865937094;771.155029
2019-12-05,146.686493,153.155396,145.459076,149.248993,149.248993,6745910228;773.872009
2019-12-06,149.396484,149.670517,147.606522,149.194443,149.194443,6458766441;758.700012
2019-12-07,149.197601,149.799713,148.374771,148.768158,148.768158,5911233284;764.223999
2019-12-08,148.743683,152.392929,148.313339,151.264725,151.264725,6441727252;768.132019
2019-12-09,151.224396,151.913940,147.621368,148.225174,148.225174,6744206747;770.809998
2019-12-10,148.179855,148.564468,144.907959,146.267044,146.267044,6859512025;772.794006
2019-12-11,146.320648,147.139206,143.045364,143.608002,143.608002,7037180049;774.650024
2019-12-12,143.615662,145.751648,141.436981,145.604004,145.604004,7890383413;769.731018
2019-12-13,145.655685,145.857101,143.746521,144.944748,144.944748,7264810247;780.086975
2019-12-14,144.953415,145.529083,142.434555,142.869232,142.869232,7048066973;780.55603
2019-12-15,142.864990,143.925354,139.426956,143.114990,143.114990,7235153411;781.481018
2019-12-16,143.139526,143.224854,132.456665,133.614029,133.614029,8992282119;778.088013
2019-12-17,133.647186,134.011536,121.395081,122.603889,122.603889,9057166141;784.906982
2019-12-18,122.656837,133.394165,119.780060,133.092194,133.092194,11864518321;790.828979
2019-12-19,133.052780,134.190643,125.971664,129.321136,129.321136,9564699140;790.530029
2019-12-20,129.384369,129.756302,126.985352,129.066055,129.066055,8173594150;792.713989
2019-12-21,129.095963,129.147659,127.612091,128.130951,128.130951,7449064703;800.875977
2019-12-22,128.098129,133.160034,127.928490,132.372513,132.372513,9121058481;834.281006
2019-12-23,132.306992,134.731750,127.416718,128.614090,128.614090,9622497693;864.539978
2019-12-24,128.629257,131.672287,127.308769,129.063889,129.063889,7961819689;921.984009
2019-12-25,129.068497,129.068497,124.885490,126.454636,126.454636,8418019054;898.822021
2019-12-26,126.486328,130.898346,125.406441,126.361221,126.361221,8600871980;896.182983
2019-12-27,126.368797,128.097565,124.820808,127.214607,127.214607,8299390176;907.609985
2019-12-28,127.213013,130.258163,126.899696,128.322708,128.322708,8069298610;933.197998
2019-12-29,128.266876,136.811203,127.997658,134.757980,134.757980,9708776786;975.921021
2019-12-30,134.796524,136.757355,131.545563,132.633484,132.633484,9796951716;973.497009
2019-12-31,132.612274,133.732681,128.798157,129.610855,129.610855,8936866397;961.237976
2020-01-01,129.630661,132.835358,129.198288,130.802002,130.802002,7935230330;963.742981
2020-01-02,130.820038,130.820038,126.954910,127.410179,127.410179,8032709256;998.325012
2020-01-03,127.411263,134.554016,126.490021,134.171707,134.171707,10476845358;1021.75
2020-01-04,134.168518,136.052719,133.040558,135.069366,135.069366,7430904515;1043.839966
2020-01-05,135.072098,139.410202,135.045624,136.276779,136.276779,7526675353;1154.72998
2020-01-06,136.305542,144.328186,136.079636,144.304153,144.304153,9093747121;1013.380005
2020-01-07,144.311996,145.001770,140.488876,143.543991,143.543991,9257954672;902.200989
2020-01-08,143.487823,146.828003,138.268204,141.258133,141.258133,9387194957;908.585022
2020-01-09,141.155777,141.393982,136.236404,138.979202,138.979202,7697325348;911.198975
2020-01-10,138.967041,144.167328,135.520401,143.963776,143.963776,9084816203;902.828003
2020-01-11,143.409103,146.480911,142.207962,142.927109,142.927109,9332208590;907.679016
2020-01-12,143.032547,146.145859,142.707642,145.873932,145.873932,8528167453;777.757019
2020-01-13,146.220139,146.791229,142.907135,144.226593,144.226593,8378529470;804.833984
2020-01-14,144.251053,167.681549,144.064926,165.955353,165.955353,16712318373;823.984009
2020-01-15,165.734619,170.425674,161.109619,166.230682,166.230682,15173694057;818.411987
2020-01-16,166.332825,167.058151,159.709641,164.391006,164.391006,13735193018;821.797974
2020-01-17,164.489380,173.069214,162.775604,170.779953,170.779953,14997091826;831.533997
2020-01-18,170.747726,178.528778,166.789017,175.365677,175.365677,14929342256;907.937988
2020-01-19,175.467590,177.247635,163.676865,166.969849,166.969849,13713374132;886.617981
2020-01-20,166.904129,169.114883,162.331604,167.120514,167.120514,11144529787;899.072998
2020-01-21,167.060471,169.910110,165.819717,169.697159,169.697159,9789369362;895.026001
2020-01-22,169.608536,171.008698,166.774231,168.294159,168.294159,9209827928;921.789001
2020-01-23,168.295700,168.312241,160.295319,162.928558,162.928558,10396868698;924.672974
2020-01-24,162.899368,164.309448,156.749741,163.051178,163.051178,10657671162;921.012024
2020-01-25,163.067291,163.227234,158.632477,161.283936,161.283936,8256956802;892.687012
2020-01-26,161.176819,168.220322,160.281128,168.077103,168.077103,9261861590;901.541992
2020-01-27,168.008850,172.922913,166.901093,170.930893,170.930893,11004476145;917.585999
2020-01-28,170.884857,176.370316,170.738068,176.370316,176.370316,11772875064;919.75
2020-01-29,176.347885,178.842972,175.050339,175.050339,175.050339,10725267311;921.590027
2020-01-30,174.917709,186.260483,172.374634,184.690475,184.690475,12604789338;919.495972
2020-01-31,184.736908,185.405838,176.296814,180.160172,180.160172,11728616394;920.382019
2020-02-01,180.113770,183.845551,179.745178,183.673950,183.673950,11569697182;970.403015
2020-02-02,183.532501,193.080399,180.173950,188.617538,188.617538,14054425389;989.02301
2020-02-03,188.607407,193.436890,188.012695,189.865067,189.865067,12392875241;1011.799988
2020-02-04,189.861725,191.111496,185.403625,189.250595,189.250595,11714191695;1029.910034
2020-02-05,189.299103,206.804001,188.752686,204.230240,204.230240,14865434435;1042.900024
2020-02-06,204.129700,214.597717,201.904068,212.339081,212.339081,16425589683;1027.339966
2020-02-07,212.315887,223.140930,212.304199,222.726059,222.726059,16673443564;1038.150024
2020-02-08,222.510971,226.588089,215.386292,223.146515,223.146515,16741203125;1061.349976
2020-02-09,222.982239,229.864243,222.982239,228.578568,228.578568,15031356241;1063.069946
2020-02-10,228.549133,229.184616,218.080048,223.522705,223.522705,16210008511;994.382996
2020-02-11,223.384933,236.547134,218.617615,235.851196,235.851196,16964695963;988.674011
2020-02-12,235.898224,272.398834,235.896271,265.406128,265.406128,24545049386;1004.450012
2020-02-13,265.052704,273.741058,258.922516,268.099243,268.099243,25801317504;999.18103
2020-02-14,268.023285,285.056427,262.762512,284.217499,284.217499,23558253463;990.642029
2020-02-15,284.561310,287.123688,264.279663,264.728577,264.728577,23682452994;1004.549988
2020-02-16,264.904053,272.882446,242.484406,259.894714,259.894714,25152366643;1007.47998
2020-02-17,259.890564,266.871246,244.335327,266.363434,266.363434,26024080089;1027.439941
2020-02-18,266.508820,283.196136,261.463898,281.944580,281.944580,26511477187;1046.209961
2020-02-19,282.036285,283.537933,259.763977,259.763977,259.763977,22679414413;1054.420044
2020-02-20,259.819855,263.695404,250.951263,257.949463,257.949463,23229828870;1047.869995
2020-02-21,257.891113,267.004852,255.689087,265.600616,265.600616,20867593292;1079.97998
2020-02-22,265.551575,266.387207,258.913147,262.331726,262.331726,16906032862;1115.300049
2020-02-23,262.278412,273.754150,261.960510,273.754150,273.754150,19585998814;1117.439941
2020-02-24,273.705078,275.539520,259.625153,265.216431,265.216431,22400845640;1166.719971
2020-02-25,265.283386,265.431488,246.858994,247.817596,247.817596,21878882134;1173.680054
2020-02-26,247.740204,249.649704,221.266556,225.680267,225.680267,26235617201;1143.839966
2020-02-27,225.687042,237.228928,212.664520,226.753387,226.753387,25645522790;1165.199951
2020-02-28,226.987610,234.208939,216.346207,226.760498,226.760498,22563530559;1179.969971
2020-02-29,226.833450,232.256622,219.848511,219.848511,219.848511,18181296376;1179.969971
2020-03-01,219.752686,226.677887,214.130432,218.970596,218.970596,18179807469;1222.5
2020-03-02,218.711624,232.811584,217.284286,230.569778,230.569778,20305587789;1251.01001
2020-03-03,230.523972,232.325806,221.732666,224.479630,224.479630,19853178572;1274.98999
2020-03-04,224.565338,228.040421,222.088882,224.517975,224.517975,16567075208;1255.150024
2020-03-05,224.641891,234.364456,224.641891,229.268188,229.268188,18201291785;1267.119995
2020-03-06,229.168427,243.554977,228.743576,243.525299,243.525299,19374772256;1272.829956
2020-03-07,243.750198,249.978485,237.551285,237.853088,237.853088,19431652027;1223.540039
2020-03-08,237.780685,237.780685,200.602982,200.689056,200.689056,21381823651;1150.0
2020-03-09,201.318497,207.451401,192.269897,201.986328,201.986328,23645428606;1188.48999
2020-03-10,202.863953,205.714249,198.064499,200.767242,200.767242,18344930072;1116.719971
2020-03-11,200.768036,202.954300,184.362152,194.868530,194.868530,16984790291;1175.829956
2020-03-12,194.738922,195.147934,111.210709,112.347122,112.347122,22134741655;1221.380005
2020-03-13,112.689995,137.429535,95.184303,133.201813,133.201813,27864623061;1231.920044
2020-03-14,133.582474,134.484375,122.414474,123.306023,123.306023,12740784545;1240.0
2020-03-15,123.246063,132.242142,121.853653,125.214302,125.214302,12719251813;1249.609985
2020-03-16,124.996117,124.996117,105.171440,110.605873,110.605873,15984904590;1187.810059
2020-03-17,110.406784,118.988281,110.406784,113.942749,113.942749,12087490572;1100.22998
2020-03-18,113.857643,116.021622,111.743111,114.842270,114.842270,11617854009;973.817993
2020-03-19,114.839828,140.527725,114.732864,136.593857,136.593857,16396753275;1036.73999
2020-03-20,136.649277,150.853806,122.605659,132.737167,132.737167,18960388062;1054.22998
2020-03-21,133.101761,135.972412,127.163757,132.818710,132.818710,13684083308;1120.540039
2020-03-22,132.851135,136.151642,122.909332,123.321152,123.321152,12497707224;1049.140015
2020-03-23,123.365982,134.911606,121.867882,134.911606,134.911606,14149877968;1038.589966
2020-03-24,135.194138,141.948532,133.168777,138.761444,138.761444,14609068673;937.52002
2020-03-25,138.914963,141.403793,134.304230,136.195892,136.195892,13433092920;972.778992
2020-03-26,136.190674,138.830566,134.886032,138.361557,138.361557,11367261176;966.724976
2020-03-27,138.369934,139.902695,133.937943,133.937943,133.937943,11396286629;1045.77002
2020-03-28,134.032745,134.032745,126.962189,130.986496,130.986496,12162403960;1047.150024
2020-03-29,131.015335,131.174088,125.450050,125.583733,125.583733,9938133669;1039.969971
2020-03-30,125.577896,133.911469,125.289680,132.904541,132.904541,11841123306;1026.430054
2020-03-31,132.820923,134.274139,131.652893,133.593567,133.593567,11065246317;1071.790039
2020-04-01,133.612320,135.634552,129.730942,135.634552,135.634552,12456564435;1080.5
2020-04-02,135.732178,146.787094,135.732178,142.029144,142.029144,15322861686;1102.170044
2020-04-03,142.110458,146.899872,139.619385,142.091309,142.091309,13184603402;1143.810059
2020-04-04,142.215179,145.377304,140.121826,145.219391,145.219391,11946658257;1133.25
2020-04-05,145.261017,146.128525,142.102081,143.546646,143.546646,11280993591;1124.780029
2020-04-06,143.608215,169.272644,143.544601,169.135880,169.135880,21636382525;1182.680054
2020-04-07,169.147446,175.204132,164.203323,165.101944,165.101944,21659346091;1176.900024
2020-04-08,165.240326,173.210266,164.493195,172.641739,172.641739,17063110836;1175.949951
2020-04-09,172.761261,172.897781,167.987122,170.807144,170.807144,14901696210;1187.869995
2020-04-10,170.829269,170.949768,154.914474,158.412445,158.412445,17980944616;1187.130005
2020-04-11,158.538986,161.167572,155.298340,158.216019,158.216019,13555089447;1205.01001
2020-04-12,158.232391,164.516953,156.320511,161.142426,161.142426,15123721386;1200.369995
2020-04-13,160.720673,160.749695,151.614487,156.279556,156.279556,16465282133;1169.280029
2020-04-14,156.355957,160.944275,155.865936,157.596390,157.596390,14723156630;1167.540039
2020-04-15,157.565643,160.711121,152.802841,153.286896,153.286896,14171753737;1172.52002
2020-04-16,153.200424,173.157272,150.359421,172.157379,172.157379,22910469236;1182.939941
2020-04-17,172.279419,174.275909,169.751572,171.638580,171.638580,16714684266;1193.910034
2020-04-18,171.618073,187.940475,171.618073,186.914001,186.914001,20160323443;1211.670044
2020-04-19,186.861984,188.098923,180.120819,181.614960,181.614960,19146038381;1210.290039
2020-04-20,181.480225,186.083542,170.321274,172.297165,172.297165,21266681335;1229.079956
2020-04-21,172.017715,175.178467,170.552841,172.737701,172.737701,16458767984;1222.050049
2020-04-22,172.670395,183.751007,171.826599,182.599579,182.599579,17994666395;1231.709961
2020-04-23,182.620178,189.088867,180.340652,185.028671,185.028671,21275740032;1207.209961
2020-04-24,185.222107,190.210388,185.222107,189.236938,189.236938,16788555028;1250.150024
2020-04-25,189.207397,196.792374,188.459534,195.515305,195.515305,18260969748;1265.48999
2020-04-26,195.413589,199.344971,194.768066,197.317535,197.317535,18335367012;1281.079956
2020-04-27,197.475723,199.552795,193.454163,197.224716,197.224716,18670194595;1317.72998
2020-04-28,197.273514,198.786545,194.849426,198.415390,198.415390,18217507467;1316.47998
2020-04-29,198.465195,218.454636,198.124512,216.968231,216.968231,26397548759;1321.790039
2020-04-30,216.909134,227.529694,206.436920,207.602051,207.602051,28089191904;1347.890015
2020-05-01,207.901733,217.628021,207.780884,214.219101,214.219101,20816320834;1421.599976
2020-05-02,214.230087,215.847534,212.878677,215.325378,215.325378,18260876092;1452.819946
2020-05-03,215.352066,219.270874,208.692368,210.933151,210.933151,20469034664;1490.089966
2020-05-04,210.890854,211.828384,199.047729,208.174011,208.174011,22602446422;1537.670044
2020-05-05,208.013000,211.778625,204.031128,206.774399,206.774399,19004689099;1555.449951
2020-05-06,206.481354,211.534622,204.040878,204.055786,204.055786,20343543799;1578.800049
2020-05-07,203.912857,214.392471,202.074844,212.289413,212.289413,23594744655;1596.709961
2020-05-08,212.198242,216.327682,208.830734,212.991577,212.991577,20445139356;1723.349976
2020-05-09,213.142166,214.739120,209.071518,211.600128,211.600128,18950547549;1755.359985
2020-05-10,211.552200,211.552200,182.711166,188.599564,188.599564,25211575193;1787.130005
2020-05-11,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647;1848.569946
2020-05-12,185.877335,191.601349,185.701797,189.312500,189.312500,15899726284;1724.23999
2020-05-13,189.374100,200.197327,189.127701,199.193283,199.193283,17054662289;1804.910034
2020-05-14,198.891510,204.117599,196.868820,202.949097,202.949097,20150524861;1808.910034
2020-05-15,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092;1738.430054
2020-05-16,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645;1734.449951
2020-05-17,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303;1839.089966
2020-05-18,207.179779,215.908463,207.109070,214.525055,214.525055,17411566928;1888.650024
2020-05-19,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779;1987.709961
2020-05-20,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511;2084.72998
2020-05-21,210.129150,211.625183,193.346436,199.883606,199.883606,13308321229;2041.199951
2020-05-22,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114;2173.399902
2020-05-23,207.194489,210.386459,205.294220,208.694397,208.694397,10665476768;2320.419922
2020-05-24,208.716064,210.595078,202.370346,202.370346,202.370346,11833299572;2443.639893
2020-05-25,201.982651,206.361450,200.667557,205.319748,205.319748,10415044124;2304.97998
2020-05-26,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290;2202.419922
2020-05-27,201.893005,208.863434,201.785065,208.863434,208.863434,10631034756;2038.869995
2020-05-28,208.885437,220.276505,206.242661,219.840424,219.840424,12212469604;2155.800049
2020-05-29,219.925049,224.216873,218.238052,220.675125,220.675125,12265816557;2255.610107
2020-05-30,220.717209,243.943146,218.744461,242.345596,242.345596,15027397867;2175.469971
2020-05-31,242.351379,244.045258,230.052826,230.975708,230.975708,12234904813;2286.409912
2020-06-01,230.860260,248.236282,230.488052,246.991760,246.991760,13951727936;2407.879883
2020-06-02,246.828186,252.222000,233.225296,237.219055,237.219055,13782107567;2488.550049
2020-06-03,237.395218,244.179321,235.464447,244.179321,244.179321,9861760817;2515.350098
2020-06-04,244.105286,245.928970,236.765305,244.426392,244.426392,10170414304;2511.810059
2020-06-05,244.349594,247.329498,240.682053,241.221985,241.221985,9293963914;2686.810059
2020-06-06,241.201355,245.981049,239.724533,241.931320,241.931320,8114873845;2863.199951
2020-06-07,241.908081,245.435257,236.325256,245.167252,245.167252,9544883157;2732.159912
2020-06-08,245.178574,246.644196,241.542191,246.309906,246.309906,8076783299;2805.620117
2020-06-09,246.175018,248.342438,242.338547,244.911453,244.911453,8446545788;2823.810059
2020-06-10,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206;2947.709961
2020-06-11,247.548538,249.888306,229.942978,231.702667,231.702667,12356528860;2958.110107
2020-06-12,231.625458,239.354691,229.645065,237.493210,237.493210,8868955009;2659.629883
2020-06-13,237.544617,239.193100,235.889679,238.908844,238.908844,7141624980;2717.02002
2020-06-14,238.968185,239.101456,232.958191,234.114700,234.114700,7439385176;2506.370117
2020-06-15,234.058304,234.237839,221.241760,229.928909,229.928909,10536099884;2464.580078
2020-06-16,229.762299,236.394302,228.426147,234.416168,234.416168,7965648016;2518.560059
2020-06-17,234.492371,235.954056,229.341644,233.028275,233.028275,7701391592;2655.879883
2020-06-18,232.898697,234.570648,228.951431,232.101166,232.101166,6713800872;2548.290039
2020-06-19,231.954971,232.154114,226.795181,227.138290,227.138290,6946372590;2589.600098
2020-06-20,226.976364,231.449020,226.640625,229.274261,229.274261,6252830566;2721.790039
2020-06-21,229.216141,232.358948,228.492996,228.989822,228.989822,5600408178;2689.100098
2020-06-22,229.003372,243.776016,228.934738,242.533188,242.533188,9079586552;2705.409912
2020-06-23,242.537018,244.864410,239.759735,244.142151,244.142151,6624530348;2744.909912
2020-06-24,244.185928,248.508026,232.807739,235.772461,235.772461,8815030025;2608.719971
2020-06-25,235.702850,236.053406,230.296600,232.944489,232.944489,7010426122;2589.409912
2020-06-26,232.877487,233.901932,229.259460,229.668045,229.668045,7187490226;2478.449951
2020-06-27,229.631485,232.493423,220.564575,222.959793,222.959793,6918380955;2552.449951
2020-06-28,222.914490,228.598282,219.472672,225.347168,225.347168,6205925718;2574.790039
2020-06-29,225.361435,229.903214,222.254990,228.194870,228.194870,6726164653;2539.320068
2020-06-30,227.968430,229.476807,224.815186,226.315002,226.315002,6094093001;2480.840088
2020-07-01,226.134583,232.756119,224.835739,231.113419,231.113419,6463737443;2434.550049
2020-07-02,231.288910,232.396881,225.461960,229.392197,229.392197,6212210566;2506.469971
2020-07-03,229.318954,229.629318,224.913971,225.387070,225.387070,5109032700;2564.060059
2020-07-04,225.288483,230.054138,225.133316,229.074112,229.074112,5228310135;2601.639893
2020-07-05,228.976196,229.856720,224.544495,227.664597,227.664597,5292172429;2601.98999
2020-07-06,227.685013,242.132706,227.029526,241.510223,241.510223,8782917553;2608.560059
2020-07-07,240.972595,242.681854,234.218658,239.075531,239.075531,6441497597;2518.659912
2020-07-08,239.159973,248.308868,238.398376,246.670013,246.670013,9892586411;2571.340088
2020-07-09,246.748291,247.291672,239.898651,243.015961,243.015961,8429099199;2518.439941
2020-07-10,242.868011,242.883789,236.730530,240.984985,240.984985,7281370522;2372.560059
2020-07-11,241.044785,241.527481,238.331238,239.458176,239.458176,5643067316;2337.790039
2020-07-12,239.459641,243.311142,237.770218,242.131699,242.131699,6596394718;2398.840088
2020-07-13,242.181870,244.310516,238.232376,239.604584,239.604584,7787751468;2357.899902
2020-07-14,239.975616,242.003784,237.796188,240.211487,240.211487,7357458555;2233.340088
2020-07-15,240.143646,241.402695,237.096176,238.423523,238.423523,6189328448;1998.859985
2020-07-16,238.450912,239.006256,231.621170,233.640884,233.640884,5832057567;1929.819946
2020-07-17,233.691391,234.415070,232.109970,232.773087,232.773087,5859850529;2228.409912
2020-07-18,232.855682,236.543976,232.324890,235.483810,235.483810,5397402117;2318.879883
2020-07-19,235.458298,239.160690,233.279739,238.487518,238.487518,6251377305;2273.429932
2020-07-20,238.494873,239.576248,234.852646,236.153168,236.153168,5600686192;2817.600098
2020-07-21,236.302505,246.186264,235.680969,245.016724,245.016724,6806696015;2667.76001
2020-07-22,245.037262,262.985046,242.484344,262.190643,262.190643,7702077383;2810.120117
2020-07-23,262.388641,277.583466,261.047089,274.689056,274.689056,10281309262;2730.399902
2020-07-24,274.722687,286.192841,269.239777,279.215424,279.215424,9466060358;2754.860107
2020-07-25,279.026367,306.740997,279.026367,304.056763,304.056763,10785021813;2576.47998
2020-07-26,303.692383,316.386322,300.267822,309.643616,309.643616,12003973026;2529.449951
2020-07-27,309.657928,330.701202,309.657928,321.514099,321.514099,15644257058;2671.780029
2020-07-28,321.829742,325.905975,307.721344,316.657257,316.657257,12357108065;2809.01001
2020-07-29,316.555359,324.380798,313.109589,318.190887,318.190887,10878845706;2726.449951
2020-07-30,318.144989,338.631195,315.751099,334.586639,334.586639,11827689045;2757.179932
2020-07-31,334.633728,348.611359,329.340942,345.554657,345.554657,12030600492;2875.340088
2020-08-01,345.798615,388.847961,343.587433,385.199707,385.199707,14045259477;2718.26001
2020-08-02,385.549866,411.228302,357.143646,370.671722,370.671722,18909744275;2710.669922
2020-08-03,371.133850,396.506989,369.336334,386.295166,386.295166,12834648062;2804.72998
2020-08-04,386.156464,400.700623,382.985107,389.875488,389.875488,14086704221;2895.889893
2020-08-05,389.710815,406.303955,386.218475,401.590576,401.590576,12875466638;3252.909912
2020-08-06,401.583862,403.488678,392.600189,394.961945,394.961945,11304626458;3213.939941
2020-08-07,395.226868,398.249023,367.935516,379.512848,379.512848,12751687084;3378.939941
2020-08-08,379.551575,393.987366,377.349731,393.987366,393.987366,9342060531;3419.939941
2020-08-09,395.305237,399.737091,385.830719,391.120453,391.120453,9451065592;3342.469971
2020-08-10,391.041504,399.375946,391.041504,395.887573,395.887573,11685827893;3381.280029
2020-08-11,395.894714,398.478912,370.860626,380.384064,380.384064,12792218737;3650.620117
2020-08-12,380.063812,391.312317,367.923615,391.024170,391.024170,12408772745;3884.709961
2020-08-13,390.838104,432.904602,379.710876,428.741791,428.741791,18480303526;4073.26001
2020-08-14,428.677277,444.577759,423.345856,437.397827,437.397827,15064589987;4325.129883
2020-08-15,437.562988,441.754608,429.874603,433.354919,433.354919,12416067894;4181.930176
2020-08-16,433.350586,436.265839,415.086243,433.786621,433.786621,12168816874;4376.629883
2020-08-17,433.973755,442.734985,422.647278,429.531250,429.531250,13227089410;4331.689941
2020-08-18,429.669617,432.580292,419.674103,423.669312,423.669312,11978984079;4160.620117
2020-08-19,423.738586,427.024658,396.678345,406.463776,406.463776,13137391167;4193.700195
2020-08-20,406.758911,418.734436,404.026093,416.439789,416.439789,10043032427;4087.659912
2020-08-21,416.148773,418.637970,387.441132,389.126343,389.126343,11781796374;4001.73999
2020-08-22,389.031097,396.466583,382.814636,395.835144,395.835144,10131847985;4100.52002
2020-08-23,395.562836,396.490417,385.039795,391.384491,391.384491,8137303970;4151.52002
2020-08-24,391.678986,409.388580,389.314606,408.144196,408.144196,10328860398;4334.680176
2020-08-25,408.071686,408.527924,374.355377,384.001038,384.001038,12428442042;4371.600098
2020-08-26,383.977448,391.873260,378.705841,386.466125,386.466125,9967343483;4352.399902
2020-08-27,386.609863,395.349182,374.866486,382.632629,382.632629,10457777652;4382.879883
2020-08-28,382.629578,397.757629,381.273834,395.874664,395.874664,9120674421;4382.660156
2020-08-29,395.687592,405.616364,393.037415,399.921478,399.921478,8777703481;4579.02002
2020-08-30,399.616699,428.663971,399.608368,428.395721,428.395721,11211948040;4565.299805
2020-08-31,428.509003,438.560333,419.770172,435.079742,435.079742,12774741797;4703.390137
2020-09-01,434.874451,487.211884,432.079193,477.051910,477.051910,18862763756;4892.009766
2020-09-02,477.007874,480.330994,424.460022,440.040497,440.040497,19691854014;4578.77002
2020-09-03,440.239990,449.532471,381.129700,385.671936,385.671936,19622845896;4582.959961
2020-09-04,384.671631,402.411743,371.636688,388.241150,388.241150,16747106257;4236.310059
